num,Database,herb,Ingredient_Name,MOLID,PubChem_CID,Biological_Test_Results,BBB_OB,SMILES,genes_from_tcmsp,genes_from_pubchem,genes_from_sea,genes_total,CHEMBL
721,Chemistry,sanqi,beta-sitosterol,,222284,Exist,++,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,"POLB,PRKAA1,PRKAG1,PRKAG3,F2,GSK3B,PRKAB2,DPP4,PRKAA2,PRKAB1,PRKAG2","CYP17A1,RORC,AR,ESR2,NPC1L1,NR1H2,SREBF2,NR1H3,SHBG,ESR1","POLB,PRKAG3,AR,NPC1L1,SREBF2,DPP4,ESR1,PRKAG2,CYP17A1,PRKAG1,RORC,ESR2,NR1H2,NR1H3,F2,GSK3B,PRKAB2,SHBG,PRKAA1,PRKAA2,PRKAB1",CHEMBL221542
722,Chemistry,sanqi,"beta-N-oxalo-alpha,beta-diaminopropionic acid",,NO,,,,,,,,
723,Chemistry,sanqi,beta-guaiene,,6949,,++,CC1CCC(=C(C)C)CC2=C1CCC2C,,,,,
724,Chemistry,sanqi,beta-elemene,,6918391,Exist,++,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,,,,,CHEMBL448502
725,Chemistry,sanqi,beta-cubebene,,93081,,++,CC1CCC(C2C13C2C(=C)CC3)C(C)C,,,,,
726,Chemistry,sanqi,beta-caryophyllene,,5281515,Exist,++,CC1=CCCC(=C)C2CC(C2CC1)(C)C,,,,,CHEMBL445740
727,Chemistry,sanqi,beta-bulnesene,,12302131,,+-,CC1CCC2=C(CCC(=C(C)C)CC12)C,,,,,
728,Chemistry,sanqi,alpha-muurolene,,12306047,,++,CC1=CC2C(CC1)C(=CCC2C(C)C)C,,,,,
729,Chemistry,sanqi,alpha-gurjunene,,15560276,,++,CC1CCC2C(C2(C)C)C3=C(CCC13)C,,,,,
730,Chemistry,sanqi,alpha-guaiene,,5317844,,++,CC1CCC(CC2=C1CCC2C)C(=C)C,,,,,
731,Chemistry,sanqi,alpha-elemene,,80048,,++,CC(C)C1=CC(=C(C)C)CCC1(C)C=C,,,,,
732,Chemistry,sanqi,alpha-cyperene,,10899741,,++,CC1=C2CC(CCC2(CCC1)C)C(=C)C,,,,,
733,Chemistry,sanqi,alpha-copaene,,19725,,++,CC1=CCC2C3C1C2(CCC3C(C)C)C,,,,,
734,Chemistry,sanqi,alpha-cedrene,,6431015,,++,CC1CCC2C13CC=C(C(C3)C2(C)C)C,,,,,
735,Chemistry,sanqi,alpha-bulnesene,,94275,,+-,CC1CCC2=C(CCC(CC12)C(=C)C)C,,,,,
736,Chemistry,sanqi,"alpha,alpha-dimethylbenzenemethanol",,12053,Exist,++,CC(C)(C1=CC=CC=C1)O,,,,,CHEMBL3185495
737,Chemistry,danshen,ziganein,,5316800,,-+,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C(=CC=C3)O,,,"ACLY,PTP4A3","ACLY,PTP4A3",
738,Chemistry,sanqi,xylose,,135191,Exist,++,C1C(C(C(C(O1)O)O)O)O,,,,,CHEMBL502135
739,Chemistry,danshen,ursolic acid,,64945,Exist,-+,CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,,"PTPRF,SLCO1B1,HDAC2,HDAC9,PTGS1,PPARA,HDAC1,USP47,PTPN2,RELA,PRKAG1,HDAC6,GPBAR1,SLCO1B3,PTPN1,MDM4,HDAC11,GSK3B,PTGS2,AKR1B10,MDM2,PRKAB1,USP7,POLB,MTOR,PRKAG3,CETP,CTSD,AKR1B1,PTPN6,HDAC5,HDAC7,HDAC3,PRKAG2,RORC,HSD11B1,HDAC10,HDAC4,HDAC8,IFNG,PRKAB2,ACP1,PRKAA1,PRKAA2,CYP19A1","POLB,PTPRF,RORC,HSD11B1,GPBAR1,PTPN1,F3,PTPN2,CD81,ACP1,PLCG1,AKR1B10,CES2","PTPRF,SLCO1B1,HDAC2,HDAC9,PTGS1,PPARA,F3,HDAC1,USP47,PTPN2,PLCG1,RELA,PRKAG1,HDAC6,GPBAR1,SLCO1B3,PTPN1,MDM4,HDAC11,GSK3B,PTGS2,AKR1B10,MDM2,PRKAB1,USP7,POLB,MTOR,PRKAG3,CETP,CTSD,AKR1B1,PTPN6,HDAC5,HDAC7,HDAC3,PRKAG2,RORC,HSD11B1,HDAC10,HDAC4,HDAC8,IFNG,PRKAB2,CD81,ACP1,PRKAA1,PRKAA2,CES2,CYP19A1",CHEMBL169
740,Chemistry,sanqi,tridecene,,NO,,,,,,,,
741,Chemistry,sanqi,tricosane,,12534,Exist,++,CCCCCCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
742,Chemistry,danshen,tigogenin,,99516,Exist,+-,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)O)C)C)C)OC1,,UGT1A4,EBP,"EBP,UGT1A4",CHEMBL43871
743,Chemistry,sanqi,tetradecane,,12389,Exist,++,CCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,CHEMBL135488
744,Chemistry,danshen,tanshinoneVI,,NO,,,,,,,,
745,Chemistry,danshen,tanshinoneV,,NO,,,,,,,,
746,Chemistry,danshen,tanshinoneII B,,NO,,,,,,,,
747,Chemistry,danshen,tanshinoneII A,,NO,,,,,,,,
748,Chemistry,danshen,tanshinoneI,,NO,,,,,,,,
749,Chemistry,danshen,tanshinlactone,,5321617,,++,CC1=C2C=CC3=C(C2=CC=C1)C(=O)OC4=C3OC=C4C,,,,,
750,Chemistry,danshen,tanshindiol C,,126072,Exist,+-,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCC(C4(C)O)O,,"EED,SUZ12,RBBP7,RBBP4,EZH2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2","EED,SUZ12,RBBP7,PTPN6,RBBP4,EZH2,CES2",CHEMBL3287734
751,Chemistry,danshen,tanshindiol B,,5321620,Exist,+-,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCC(C4(C)O)O,,"SUZ12,EED,EZH2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2",CHEMBL3287733
752,Chemistry,danshen,tanshindiol A,,16730071,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(CO)O,,,"EED,SUZ12,PTPN6,RBBP7,RBBP4,EZH2,CES2","EED,SUZ12,RBBP7,RBBP4,PTPN6,EZH2,CES2",
753,Chemistry,danshen,tanshinaldehyde,,124268,,+-,CC1COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C=O,,,"CES2,CES1","CES2,CES1",
754,Chemistry,danshen,sugiol,,94162,Exist,+-,CC(C)C1=C(C=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O,,,,,CHEMBL195296
755,Chemistry,sanqi,sucrose,,5988,Exist,+-,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,,"TAS1R3,NR1I2",,"TAS1R3,NR1I2",CHEMBL253582
756,Chemistry,danshen,succinic acid,,1110,Exist,-+,C(CC(=O)O)C(=O)O,,"EGLN1,SUCNR1",SLC22A6,"EGLN1,SLC22A6,SUCNR1",CHEMBL576
757,Chemistry,danshen,strumaroside,,NO,,,,,,,,
758,Chemistry,sanqi,strumaroside,,NO,,,,,,,,
759,Chemistry,danshen,stigmasterol,,5280794,Exist,+-,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,POLB,"CYP17A1,AR,ESR2,NPC1L1,NR1H2,SRD5A2,NR1H3,SREBF2,SHBG,ESR1,POLA1","POLB,CYP17A1,AR,NPC1L1,NR1H2,ESR2,SRD5A2,NR1H3,SREBF2,SHBG,ESR1,POLA1",CHEMBL400247
760,Chemistry,sanqi,sanchian- A,,NO,,,,,,,,
761,Chemistry,danshen,salviolone,,10355691,,++,CC1=C(C(=O)C=C2C3=C(C=CC2=C1)C(CCC3)(C)C)O,,,,,
762,Chemistry,danshen,salviol,,13966146,,--,CC(C)C1=C(C=C2C(=C1)CCC3C2(CC(CC3(C)C)O)C)O,,,,,
763,Chemistry,danshen,salvinone,,130233,,++,CC(=O)C1=C(C=C2C3=C(C=CC2=C1)C(CCC3)(C)C)O,,,,,
764,Chemistry,danshen,salvilenone,,389885,Exist,++,CC1=C2C=CC3=C4C2=C(C=C1)C(=O)C(=C4OC3(C)C)C(C)C,,,,,CHEMBL1997332
765,Chemistry,danshen,salvianolic acid G,,11530200,,--,C1C(C(=O)C2=CC3=C(C(=C(C=C3)O)O)OC4=C(C=CC1=C24)O)C(=O)O,,,,,
766,Chemistry,danshen,salvianolic acid E,,86278266,,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C(=CC3=CC(=C(C=C3)O)O)C(=O)OC(CC4=CC(=C(C=C4)O)O)C(=O)O)O)O,,,"TTR,CA7","TTR,CA7",
767,Chemistry,danshen,salvianolic acid D,,75412558,,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)CC(=O)O)O)O,,,"TTR,CA7,XDH,AKR1B1","TTR,CA7,XDH,AKR1B1",
768,Chemistry,danshen,salvianolic acid C,,13991590,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C=C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)O)O,,XDH,"TTR,XDH","TTR,XDH",CHEMBL4077922
769,Chemistry,danshen,salvianolic acid B,,11629084,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,,,"CA7,CA4","CA7,CA4",CHEMBL3747259
770,Chemistry,danshen,salvianolic acid A,,5281793,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C(C(=C(C=C2)O)O)C=CC3=CC(=C(C=C3)O)O)O)O,,"CA12,CA2,CA7,SRC,LCK,CA4","TTR,CA12,CA2,CA7,AKR1B1,CA4","TTR,CA12,CA2,CA7,SRC,AKR1B1,LCK,CA4",CHEMBL457077
771,Chemistry,danshen,salvianic acid C,,NO,,,,,,,,
772,Chemistry,danshen,salvianic acid B,,119177,,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)OC(CC5=CC(=C(C=C5)O)O)C(=O)O)O)O,,,"CA7,CA4","CA7,CA4",
773,Chemistry,danshen,salvianic acid A,,11600642,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)O)O)O,,,FYN,FYN,CHEMBL4218391
774,Chemistry,danshen,rosmarinic acid,,5281792,Exist,--,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,,"POLB,EIF4H,TTR,UBA2,MCL1,THRB,UBE2I,RGS12,AKR1B1,MITF,FYN,GNAI1,APP,MMP1,MAPT,BLM,GAPDH,PABPC1,BAZ2B,SRC,JUN,LCK,SAE1,HSD17B2","TTR,MMP1,XDH,MMP9,MCL1,CA7,AKR1B1,FYN,MMP2,CA4","POLB,EIF4H,TTR,UBA2,MMP9,MCL1,THRB,UBE2I,RGS12,AKR1B1,MITF,FYN,CA4,GNAI1,APP,MMP1,MAPT,BLM,XDH,GAPDH,PABPC1,BAZ2B,SRC,CA7,JUN,MMP2,LCK,SAE1,HSD17B2",CHEMBL324842
775,Chemistry,sanqi,querceton,,NO,,,,,,,,
776,Chemistry,sanqi,quercetol,,5280343,Exist,--,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,,"PRSS3,MAP3K5,ESRRA,MMP13,AR,CDK1,HSP90AB1,GPR35,DRD1,PGR,ELANE,RELA,CALM1,ALK,HIF1A,CSNK1G1,GALK1,PTK2,PON1,PTGS2,PGD,ADORA3,AKR1B10,KDR,GLO1,CYP2D6,CD38,MGAM,AMY1C,POLH,CA6,CSNK1G2,TDP1,YES1,CA4,APP,HSPB1,CYP3A4,PIK3CG,ALOX12,POLI,AVPR2,GCK,TOP2A,FLT3,HSF1,MMP3,NOX4,PLA2G1B,PIM2,CSNK2B,HDAC9,CLK3,CDK2,ESR1,PRSS1,PLAU,CYP1A1,CCNB1,BACE1,SRC,GSK3B,SLK,MPHOSPH8,MMP2,CAMK2B,AKT1,HSD17B2,PRSS2,DAPK1,MAOB,CA5B,DRD4,BRAF,CA1,CYP2C19,AMY1B,NTMT1,RNASEH1,PKN1,MPO,CA7,NFKB1,AXL,CA9,ELAVL1,SI,GAA,PLK1,POLK,STK16,ALOX15,MET,CDK5R1,CA14,PREP,SORD,NR1I2,PTPN1,MAOA,DIRAS1,EGFR,F2,EZH2,LCK,TOP1,GSK3A,CYP2C8,ABCB1,CSNK2A2,PIM1,AKR1B1,ABCC1,CDK6,ALDH1A1,XDH,NR3C1,CA3,BLM,MMP12,FEN1,CXCR1,SYK,IFNG,TP53,SMAD3,AHR,CDK5,IGF1R,MMP9,RXRA,AURKB,SLC2A2,PIK3CA,ALOX5,NEK6,ATAD5,NEK2,HPGD,CA2,PYGL,CA5A,POLB,ELAVL3,NUAK1,AMY1A,PIK3R1,ACHE,SMAD2,CA12,HIF1AN,CLK1,ABCC4,HSP90AA1,DPP4,ABCG2,YWHAB,CCR4,MAPT,CYP2C9,CSNK2A1,NFKB2,CYP1B1,CYP1A2,ALOX15B,EPHX2,CYP19A1","NOX4,PLA2G1B,CA9,AXL,ESRRA,IGF1R,MMP13,MMP9,CDK1,HSD17B1,GPR35,KDM4E,ELAVL1,TYR,AURKB,ALOX15,MET,APEX1,CA14,ALK,ALOX5,NEK6,NEK2,BACE1,MAOA,PTK2,EGFR,CA2,F2,GSK3B,PYGL,ST6GAL1,MMP2,AKR1B10,AKT1,CA5A,CAMK2B,HSD17B2,KDR,TTR,NUAK1,GLO1,CISD1,CYP2C8,DAPK1,ABCB1,PIK3R1,MPG,CA12,PIM1,CA6,P4HB,AKR1B1,DRD4,CA4,ABCG2,CA1,ABCC1,CCR4,CYP2C9,CA3,PTPRS,MAPT,XDH,CSNK2A1,ALOX12,CXCR1,PKN1,AVPR2,MPO,CA7,CYP1B1,TOP2A,CYP1A2,FLT3,MMP3","PRSS3,MAP3K5,ESRRA,MMP13,AR,CDK1,HSP90AB1,GPR35,DRD1,PGR,ELANE,RELA,CALM1,ALK,HIF1A,CSNK1G1,GALK1,PTK2,PON1,PTGS2,PGD,ADORA3,AKR1B10,KDR,GLO1,CYP2D6,CD38,MGAM,MPG,AMY1C,POLH,CA6,CSNK1G2,TDP1,YES1,CA4,APP,HSPB1,CYP3A4,PIK3CG,ALOX12,POLI,AVPR2,GCK,TOP2A,FLT3,HSF1,MMP3,NOX4,PLA2G1B,PIM2,CSNK2B,HDAC9,CLK3,CDK2,TYR,ESR1,PRSS1,PLAU,CYP1A1,CCNB1,BACE1,SRC,GSK3B,SLK,MPHOSPH8,ST6GAL1,MMP2,CAMK2B,AKT1,HSD17B2,PRSS2,CISD1,DAPK1,MAOB,CA5B,DRD4,BRAF,CA1,CYP2C19,AMY1B,NTMT1,RNASEH1,PKN1,MPO,CA7,NFKB1,AXL,CA9,KDM4E,HSD17B1,ELAVL1,SI,GAA,PLK1,POLK,STK16,ALOX15,MET,CDK5R1,CA14,PREP,APEX1,SORD,NR1I2,PTPN1,MAOA,DIRAS1,EGFR,F2,EZH2,LCK,TOP1,TTR,GSK3A,CYP2C8,ABCB1,CSNK2A2,PIM1,P4HB,AKR1B1,ABCC1,CDK6,ALDH1A1,XDH,NR3C1,CA3,BLM,MMP12,FEN1,CXCR1,SYK,IFNG,TP53,SMAD3,AHR,CDK5,IGF1R,MMP9,RXRA,AURKB,SLC2A2,PIK3CA,ALOX5,NEK6,ATAD5,NEK2,HPGD,CA2,PYGL,CA5A,POLB,ELAVL3,NUAK1,AMY1A,PIK3R1,ACHE,SMAD2,CA12,HIF1AN,CLK1,ABCC4,HSP90AA1,DPP4,ABCG2,YWHAB,CCR4,MAPT,CYP2C9,PTPRS,CSNK2A1,NFKB2,CYP1B1,CYP1A2,ALOX15B,EPHX2,CYP19A1",CHEMBL50
777,Chemistry,sanqi,quercetin,,5280343,Exist,--,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,,"PRSS3,MAP3K5,ESRRA,MMP13,AR,CDK1,HSP90AB1,GPR35,DRD1,PGR,ELANE,RELA,CALM1,ALK,HIF1A,CSNK1G1,GALK1,PTK2,PON1,PTGS2,PGD,ADORA3,AKR1B10,KDR,GLO1,CYP2D6,CD38,MGAM,AMY1C,POLH,CA6,CSNK1G2,TDP1,YES1,CA4,APP,HSPB1,CYP3A4,PIK3CG,ALOX12,POLI,AVPR2,GCK,TOP2A,FLT3,HSF1,MMP3,NOX4,PLA2G1B,PIM2,CSNK2B,HDAC9,CLK3,CDK2,ESR1,PRSS1,PLAU,CYP1A1,CCNB1,BACE1,SRC,GSK3B,SLK,MPHOSPH8,MMP2,CAMK2B,AKT1,HSD17B2,PRSS2,DAPK1,MAOB,CA5B,DRD4,BRAF,CA1,CYP2C19,AMY1B,NTMT1,RNASEH1,PKN1,MPO,CA7,NFKB1,AXL,CA9,ELAVL1,SI,GAA,PLK1,POLK,STK16,ALOX15,MET,CDK5R1,CA14,PREP,SORD,NR1I2,PTPN1,MAOA,DIRAS1,EGFR,F2,EZH2,LCK,TOP1,GSK3A,CYP2C8,ABCB1,CSNK2A2,PIM1,AKR1B1,ABCC1,CDK6,ALDH1A1,XDH,NR3C1,CA3,BLM,MMP12,FEN1,CXCR1,SYK,IFNG,TP53,SMAD3,AHR,CDK5,IGF1R,MMP9,RXRA,AURKB,SLC2A2,PIK3CA,ALOX5,NEK6,ATAD5,NEK2,HPGD,CA2,PYGL,CA5A,POLB,ELAVL3,NUAK1,AMY1A,PIK3R1,ACHE,SMAD2,CA12,HIF1AN,CLK1,ABCC4,HSP90AA1,DPP4,ABCG2,YWHAB,CCR4,MAPT,CYP2C9,CSNK2A1,NFKB2,CYP1B1,CYP1A2,ALOX15B,EPHX2,CYP19A1","NOX4,PLA2G1B,CA9,AXL,ESRRA,IGF1R,MMP13,MMP9,CDK1,HSD17B1,GPR35,KDM4E,ELAVL1,TYR,AURKB,ALOX15,MET,APEX1,CA14,ALK,ALOX5,NEK6,NEK2,BACE1,MAOA,PTK2,EGFR,CA2,F2,GSK3B,PYGL,ST6GAL1,MMP2,AKR1B10,AKT1,CA5A,CAMK2B,HSD17B2,KDR,TTR,NUAK1,GLO1,CISD1,CYP2C8,DAPK1,ABCB1,PIK3R1,MPG,CA12,PIM1,CA6,P4HB,AKR1B1,DRD4,CA4,ABCG2,CA1,ABCC1,CCR4,CYP2C9,CA3,PTPRS,MAPT,XDH,CSNK2A1,ALOX12,CXCR1,PKN1,AVPR2,MPO,CA7,CYP1B1,TOP2A,CYP1A2,FLT3,MMP3","PRSS3,MAP3K5,ESRRA,MMP13,AR,CDK1,HSP90AB1,GPR35,DRD1,PGR,ELANE,RELA,CALM1,ALK,HIF1A,CSNK1G1,GALK1,PTK2,PON1,PTGS2,PGD,ADORA3,AKR1B10,KDR,GLO1,CYP2D6,CD38,MGAM,MPG,AMY1C,POLH,CA6,CSNK1G2,TDP1,YES1,CA4,APP,HSPB1,CYP3A4,PIK3CG,ALOX12,POLI,AVPR2,GCK,TOP2A,FLT3,HSF1,MMP3,NOX4,PLA2G1B,PIM2,CSNK2B,HDAC9,CLK3,CDK2,TYR,ESR1,PRSS1,PLAU,CYP1A1,CCNB1,BACE1,SRC,GSK3B,SLK,MPHOSPH8,ST6GAL1,MMP2,CAMK2B,AKT1,HSD17B2,PRSS2,CISD1,DAPK1,MAOB,CA5B,DRD4,BRAF,CA1,CYP2C19,AMY1B,NTMT1,RNASEH1,PKN1,MPO,CA7,NFKB1,AXL,CA9,KDM4E,HSD17B1,ELAVL1,SI,GAA,PLK1,POLK,STK16,ALOX15,MET,CDK5R1,CA14,PREP,APEX1,SORD,NR1I2,PTPN1,MAOA,DIRAS1,EGFR,F2,EZH2,LCK,TOP1,TTR,GSK3A,CYP2C8,ABCB1,CSNK2A2,PIM1,P4HB,AKR1B1,ABCC1,CDK6,ALDH1A1,XDH,NR3C1,CA3,BLM,MMP12,FEN1,CXCR1,SYK,IFNG,TP53,SMAD3,AHR,CDK5,IGF1R,MMP9,RXRA,AURKB,SLC2A2,PIK3CA,ALOX5,NEK6,ATAD5,NEK2,HPGD,CA2,PYGL,CA5A,POLB,ELAVL3,NUAK1,AMY1A,PIK3R1,ACHE,SMAD2,CA12,HIF1AN,CLK1,ABCC4,HSP90AA1,DPP4,ABCG2,YWHAB,CCR4,MAPT,CYP2C9,PTPRS,CSNK2A1,NFKB2,CYP1B1,CYP1A2,ALOX15B,EPHX2,CYP19A1",CHEMBL50
778,Chemistry,danshen,przewanoic acid B,,NO,,,,,,,,
779,Chemistry,danshen,przewanoic acid A,,NO,,,,,,,,
780,Chemistry,danshen,przewalskinone,,NO,,,,,,,,
781,Chemistry,danshen,przewalskin,,14139388,,+-,CC1=CC2=C(C=C1O)C34CCCC(C3CC2OC4)(C)C,,,,,
782,Chemistry,danshen,przewalskenic acid A,,NO,,,,,,,,
783,Chemistry,danshen,protocatechualdehyde,,8768,Exist,-+,C1=CC(=C(C=C1C=O)O)O,,"BAZ2B,IL1B,GFER",EGFR,"EGFR,BAZ2B,GFER,IL1B",CHEMBL222021
784,Chemistry,danshen,prgewaquinone B,,NO,,,,,,,,
785,Chemistry,danshen,prgewaquinone A,,NO,,,,,,,,
786,Chemistry,sanqi,phenylethanone,,7410,Exist,++,CC(=O)C1=CC=CC=C1,,,"CES2,CES1","CES2,CES1",CHEMBL274467
787,Chemistry,sanqi,pentadecane,,12391,Exist,++,CCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,CHEMBL1234557
788,Chemistry,sanqi,pelargonic acid,,8158,Exist,+-,CCCCCCCCC(=O)O,,"ACHE,ESRRA","FFAR4,PPARD,TLR2,CES1,PPARG,PLA2G4A,FABP3,SLC22A8,PPARA,SLC22A6,HMGCR,OXER1,GPR84,CES2,FABP4,PAM","ACHE,ESRRA,CES1,PPARG,PLA2G4A,PPARA,SLC22A6,OXER1,PAM,GPR84,FFAR4,PPARD,FABP3,SLC22A8,HMGCR,TLR2,CES2,FABP4",CHEMBL108436
789,Chemistry,danshen,paramiltioic acid,,375116,Exist,+-,CC1=CC2(C=C(C34CCCC(C3CC2OC4)(C)C)C(=O)O)OC1=O,,,,,
790,Chemistry,sanqi,panaxytriol,,93484,,+-,CCCCCCCC(C(CC#CC#CC(C=C)O)O)O,,,,,
791,Chemistry,danshen,oleanolic acid,,10494,Exist,-+,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,,"POLB,PLA2G1B,PTPRF,PRKAG3,CDC25B,F3,MAP4K2,TDP1,PTPN6,PTPN2,PRKAG2,PRKAA2,RELA,PRKAG1,PTPN11,PTPRC,GPBAR1,PTPN1,IFNG,GSK3B,PRKAB2,ACP1,PRKAA1,AKR1B10,DUSP3,PRKAB1","POLB,PLA2G1B,PTPRF,HSD11B1,PTPRC,GPBAR1,CDC25B,PTPN1,F3,PTPN2,CD81,PTPN6,ACP1,AKR1B10,CES2,DUSP3","POLB,PLA2G1B,PTPRF,PRKAG3,CDC25B,F3,MAP4K2,PTPN6,TDP1,PTPN2,PRKAG2,PRKAA2,RELA,PRKAG1,PTPN11,PTPRC,HSD11B1,GPBAR1,PTPN1,IFNG,GSK3B,PRKAB2,CD81,ACP1,PRKAA1,AKR1B10,CES2,DUSP3,PRKAB1",CHEMBL168
792,Chemistry,sanqi,octadecane,,11635,Exist,++,CCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
793,Chemistry,sanqi,octadecadienoic acid,,5312457,,+-,CCCCCCCCCCCCCC=CC=CC(=O)O,,,,,
794,Chemistry,sanqi,notoginsenoside- R7,,NO,,,,,,,,
795,Chemistry,sanqi,notoginsenoside- R6,,NO,,,,,,,,
796,Chemistry,sanqi,notoginsenoside- R4,,NO,,,,,,,,
797,Chemistry,sanqi,notoginsenoside- R3,,NO,,,,,,,,
798,Chemistry,sanqi,notoginsenoside- R2,,NO,,,,,,,,
799,Chemistry,sanqi,notoginsenoside- R1,,NO,,,,,,,,
800,Chemistry,danshen,nortanshinone,,10062187,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4=O,,,"CES2,PTPN6","CES2,PTPN6",
801,Chemistry,danshen,norsalvioxide,,14139391,,+-,CC1=CC2=C(C=C1O)C34CCCC(C3CC2OC4)(C)C,,,,,
802,Chemistry,sanqi,nonadecane,,12401,Exist,++,CCCCCCCCCCCCCCCCCCC,,,SLC22A1,SLC22A1,
803,Chemistry,sanqi,non-3-en-2-one,,26630,,+-,CCCCCC=CC(=O)C,,,,,
804,Chemistry,danshen,neocryptotanshinone,,184103,Exist,+-,CC(CO)C1=C(C2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O)O,,,"CDC25A,CDC25B","CDC25A,CDC25B",CHEMBL1209715
805,Chemistry,danshen,monomethyl lithospermate,,95224420,,--,COC(=O)C1C(OC2=C(C=CC(=C12)C=CC(=O)OC(CC3=CC(=C(C=C3)O)O)C(=O)O)O)C4=CC(=C(C=C4)O)O,,,,,
806,Chemistry,danshen,miltirone,,160142,Exist,++,CC(C)C1=CC2=C(C3=C(C=C2)C(CCC3)(C)C)C(=O)C1=O,,"ABCB1,CES1,MAPK13,MAPK12,MAPK3,MAPK1,MAPK11,MAPK14,CES2","CES2,CES1","ABCB1,CES1,MAPK12,MAPK13,MAPK3,MAPK1,MAPK11,MAPK14,CES2",CHEMBL45830
807,Chemistry,danshen,miltipolone,,10086184,Exist,+-,CC1=C(C(=O)C=C2C(=C1)C3CC4C2(CCCC4(C)C)CO3)O,,,,,CHEMBL1761193
808,Chemistry,danshen,miltiononeII,,NO,,,,,,,,
809,Chemistry,danshen,miltiononeI,,NO,,,,,,,,
810,Chemistry,danshen,miltiodiol,,11011966,Exist,+-,CC(C)C1=C(C(=C2C(=C1)C=CC3=C2C(=O)CCC3(C)C)O)O,,,,,CHEMBL1813350
811,Chemistry,danshen,methylenetanshiquinone,,105118,,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4=C,,,"CES2,PTPN6","CES2,PTPN6",
812,Chemistry,danshen,methylenedihydrotanshinone,,NO,,,,,,,,
813,Chemistry,danshen,methyl tanshinonate,,14610613,Exist,++,CC1=COC2=C1C(=O)C(=O)C3=C2C=CC4=C3CCCC4(C)C(=O)OC,,"EED,HIF1A,EPAS1,SUZ12,EZH2","EED,SUZ12,RBBP7,EZH2,PTPN6,RBBP4,CES2","EED,SUZ12,HIF1A,EPAS1,RBBP7,EZH2,PTPN6,RBBP4,CES2",CHEMBL2146517
814,Chemistry,danshen,methyl rosmarinate,,6479915,Exist,--,COC(=O)C(CC1=CC(=C(C=C1)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O,,"MMP1,MMP12,MMP9,MMP13,MMP2,MMP3","TTR,MMP1,MMP12,MMP9,CA12,CA7,AKR1B1,FYN,MMP2,CA4","TTR,MMP1,MMP12,MMP9,MMP13,CA12,CA7,AKR1B1,MMP3,FYN,MMP2,CA4",CHEMBL241405
