Gene,org_score_in_DisGeNET,score_in_DisGeNET,org_score_in_GeneCards,score_in_GeneCards,org_score_in_CTD,score_in_CTD,avg_score
MED4,0,0,0.36,0.002700068,12.11,0.058789262,0.020496443
CPEB4,0,0,0,0,9.34,0.045342007,0.015114002
LYSMD4,0,0,0,0,6.15,0.029855818,0.009951939
SPZ1,0,0,0.38,0.002850071,7.08,0.034370601,0.012406891
RTCA,0,0,0.74,0.005550139,15.21,0.073838536,0.026462892
THN-1,0,0,0,0,2.9,0.014078353,0.004692784
RRP1,0,0,0.74,0.005550139,8.34,0.040487402,0.015345847
OR2A9P,0,0,0,0,3.22,0.015631827,0.005210609
LINC00624,0,0,0.69,0.005175129,0,0,0.001725043
PM20D2,0,0,0,0,2.33,0.011311229,0.00377041
FAM117B,0,0,0,0,7.8,0.037865916,0.012621972
piR-52438-098,0,0,0.69,0.005175129,0,0,0.001725043
NONHSAG024340.2,0,0,0.69,0.005175129,0,0,0.001725043
FAM200A,0,0,0.36,0.002700068,6.74,0.032720035,0.011806701
CCDC112,0,0,0.69,0.005175129,2.08,0.010097578,0.005090902
PVALB1,0,0,0,0,2.89,0.014029807,0.004676602
MTG1,0,0,0.38,0.002850071,0,0,0.000950024
ANKRD49,0,0,0,0,13.4,0.065051702,0.021683901
FAM19A3,0,0,0,0,3.74,0.018156221,0.006052074
SCRT2,0,0,0,0,2.6,0.012621972,0.004207324
RAB40AL,0,0,1.73,0.012975324,0,0,0.004325108
QRSL1,0,0,0,0,4.98,0.024175931,0.008058644
ARSH,0,0,0,0,3.53,0.017136754,0.005712251
MFAP1A,0,0,0,0,7.12,0.034564785,0.011521595
OLFR915,0,0,0,0,7.59,0.036846449,0.01228215
NANP,0,0,0,0,8.05,0.039079567,0.013026522
CTSS2.1,0,0,0,0,3.23,0.015680373,0.005226791
piR-58557-080,0,0,0.69,0.005175129,0,0,0.001725043
MORC3,0,0,0,0,18.9,0.091752027,0.030584009
VMN1R192,0,0,0,0,3.24,0.015728919,0.005242973
CDCA7L,0,0,0.69,0.005175129,9.79,0.047526579,0.017567236
SRPRB,0,0,0.78,0.005850146,21.13,0.102577795,0.036142647
SOCS8,0,0,0,0,3.85,0.018690228,0.006230076
SLC25A17,0,0,0,0,8.66,0.042040876,0.014013625
ENSG00000260163,0,0,0.97,0.007275182,0,0,0.002425061
ATP5G2,0,0,0,0,2.7,0.013107432,0.004369144
DGAT2L6,0,0,0,0,12.14,0.0589349,0.019644967
CNPY1,0,0,0,0,9.08,0.04407981,0.01469327
PHC1P1,0,0,0.69,0.005175129,0,0,0.001725043
NEK4,0,0,0,0,15.69,0.076168746,0.025389582
FABP1B.1,0,0,0,0,3.15,0.015292004,0.005097335
RF00017-3890,0,0,0.69,0.005175129,0,0,0.001725043
IGH-V,0,0,0,0,3.52,0.017088208,0.005696069
OLR1750,0,0,0,0,3.12,0.015146366,0.005048789
BRMS1,0,0,0.36,0.002700068,4.98,0.024175931,0.008958666
MARCHF3,0,0,0.36,0.002700068,0,0,0.000900023
PLXNA1,0,0,1.12,0.00840021,12.12,0.058837808,0.022412673
ELOA3P,0,0,0,0,8.16,0.039613573,0.013204524
ASF1BA,0,0,0,0,3.7,0.017962037,0.005987346
FKBP6,0,0,0,0,6.23,0.030244187,0.010081396
ALAS2,0,0,0,0,13.94,0.067673188,0.022557729
PTPRQ,0,0,1.82,0.013650341,2.34,0.011359775,0.008336705
SYNE3,0,0,0.36,0.002700068,8.01,0.038885383,0.013861817
MIR4313,0,0,0,0,4.11,0.019952425,0.006650808
ENSG00000279505,0,0,0.69,0.005175129,0,0,0.001725043
OLR684,0,0,0,0,3.53,0.017136754,0.005712251
LOC108660405,0,0,0.86,0.006450161,0,0,0.002150054
TNPO1,0,0,0,0,19.59,0.095101704,0.031700568
KCNK12,0,0,0.81,0.006075152,8.26,0.040099034,0.015391395
PKD2,0,0,0,0,13.55,0.065779892,0.021926631
MRGPRA4,0,0,0,0,2.7,0.013107432,0.004369144
RUSC1,0,0,0.36,0.002700068,9.52,0.046215836,0.016305301
ZSCAN2,0,0,0.69,0.005175129,9.2,0.044662362,0.016612497
HNRNPA1L2,0,0,0,0,7.36,0.03572989,0.011909963
HDGFL3,0,0,0,0,2.08,0.010097578,0.003365859
MAP3K3,0,0,0,0,2.2,0.01068013,0.003560043
PCDH12,0,0,0,0,8.6,0.041749599,0.013916533
ADSL,0,0,0,0,10.4,0.050487888,0.016829296
RGL4,0,0,0,0,2.95,0.014321084,0.004773695
ERAP1,0,0,0,0,4.18,0.020292247,0.006764082
CHRAC1,0,0,0.36,0.002700068,12.47,0.060536919,0.021078996
TAS2R104,0,0,0,0,3.74,0.018156221,0.006052074
MRPL46,0,0,0.74,0.005550139,26.88,0.130491771,0.045347303
OLFR821,0,0,0,0,2.83,0.013738531,0.00457951
LRCOL1,0,0,0,0,3.07,0.014903636,0.004967879
MRPL30,0,0,0.74,0.005550139,8.34,0.040487402,0.015345847
CYP2C65,0,0,0,0,2.09,0.010146124,0.003382041
ATP8A2P3,0,0,0.69,0.005175129,0,0,0.001725043
BTLA,0,0,0,0,5.87,0.028496529,0.009498843
MIR21A,0,0,0,0,15.68,0.0761202,0.0253734
B4GALT3,0,0,0.69,0.005175129,2.48,0.012039419,0.005738183
NDST1,0,0,0,0,6.85,0.033254041,0.01108468
ERI1,0,0,0.69,0.005175129,4.94,0.023981747,0.009718959
HIF1AL,0,0,0,0,2.59,0.012573426,0.004191142
CXCL18B,0,0,0,0,3.25,0.015777465,0.005259155
ADRA1AB,0,0,0,0,3.76,0.018253313,0.006084438
piR-41195-093,0,0,0.69,0.005175129,0,0,0.001725043
KRT75,0,0,0,0,12.42,0.060294189,0.020098063
ABI1A,0,0,0,0,3.18,0.015437643,0.005145881
MCO3,0,0,0,0,10.75,0.052186999,0.017395666
MIR325,0,0,0,0,3.28,0.015923103,0.005307701
LOC107985306,0,0,0.69,0.005175129,0,0,0.001725043
ARF2,0,0,0,0,2.69,0.013058886,0.004352962
RTCB,0,0,0.74,0.005550139,8.68,0.042137968,0.015896036
IL1F6,0,0,0,0,3.33,0.016165833,0.005388611
DNAJB1A,0,0,0,0,3.64,0.017670761,0.005890254
C4orf36,0,0,0.69,0.005175129,0,0,0.001725043
NECTIN4,0,0,0,0,4.35,0.02111753,0.007039177
PXN-2,0,0,0,0,4.79,0.023253556,0.007751185
PLIN1,0,0,0.09,0.000675017,4.04,0.019612603,0.00676254
ENSG00000238192,0,0,0.69,0.005175129,0,0,0.001725043
MED22,0,0,0,0,23.06,0.111947182,0.037315727
OLR150,0,0,0,0,3.53,0.017136754,0.005712251
TFAP2B,0,0,0,0,11.57,0.056167775,0.018722592
PCDHB11,0,0,0.09,0.000675017,3.06,0.01485509,0.005176702
RORC,0,0,0,0,9.69,0.047041119,0.015680373
C8G,0,0,0,0,21.37,0.1037429,0.034580967
C16orf78,0,0,0.09,0.000675017,0,0,0.000225006
LPAR1,0,0,0.82,0.006150154,17.11,0.083062285,0.02973748
OTOP2,0,0,0,0,6.42,0.031166561,0.010388854
TRIM17,0,0,0,0,5.7,0.027671246,0.009223749
RUSC2,0,0,0,0,8.04,0.039031021,0.01301034
ARHGDIG,0,0,0,0,8.52,0.041361231,0.013787077
TUSC1,0,0,1.75,0.013125328,10.25,0.049759697,0.020961675
TBC1D28,0,0,0,0,3.54,0.0171853,0.005728433
HGO,0,0,0,0,3.39,0.01645711,0.005485703
CSTAD,0,0,0,0,6.68,0.032428759,0.010809586
ZNF675,0,0,0,0,2.56,0.012427788,0.004142596
RT1-N1,0,0,0,0,2.75,0.013350163,0.004450054
SIDT1,0,0,0,0,8.09,0.039273751,0.01309125
TMIGD1,0,0,0,0,10.34,0.050196611,0.016732204
ATP4B,0,0,0,0,9.73,0.047235303,0.015745101
ANO1,0,0,0,0,12.92,0.062721491,0.020907164
PTMAP5,0,0,0.09,0.000675017,0,0,0.000225006
MIR741,0,0,0,0,8.25,0.040050488,0.013350163
NLP-12,0,0,0,0,4.99,0.024224477,0.008074826
TKTL2,0,0,0,0,7.32,0.035535706,0.011845235
S100A13,0,0,0,0,10.08,0.048934414,0.016311471
OR2G6,0,0,0,0,3.54,0.0171853,0.005728433
MIR1949,0,0,0,0,3.22,0.015631827,0.005210609
KRTAP16-3,0,0,0,0,4.02,0.01951551,0.00650517
FBXO31,0,0,0,0,10.5,0.050973348,0.016991116
TAS2R43,0,0,0,0,7.16,0.034758969,0.011586323
ESPNL,0,0,0,0,2.86,0.013884169,0.004628056
IRX4,0,0,0,0,2.2,0.01068013,0.003560043
RRBP1,0,0,0.69,0.005175129,21.59,0.104810913,0.036662014
ZNF483,0,0,0.36,0.002700068,0,0,0.000900023
DDC,0,0,3.09,0.023175579,29.26,0.14204573,0.05507377
RPSAP24,0,0,0.69,0.005175129,0,0,0.001725043
NXPE3,0,0,0.36,0.002700068,4.86,0.023593378,0.008764482
RICTORB,0,0,0,0,3.85,0.018690228,0.006230076
TESK2,0,0,0,0,1.99,0.009660663,0.003220221
F28C6.8,0,0,0,0,4.99,0.024224477,0.008074826
KPNA5,0,0,0,0,20.53,0.099665032,0.033221677
ENSG00000200090,0,0,0.69,0.005175129,0,0,0.001725043
TST,0,0,0.69,0.005175129,13.62,0.066119715,0.023764948
ZCCHC9,0,0,0,0,15.92,0.077285305,0.025761768
HAR1B,0,0,12.5,0.093752344,0,0,0.031250781
IFNA2,0,0,0,0,3.87,0.01878732,0.00626244
SNORD32B,0,0,0,0,3.4,0.016505656,0.005501885
WFIKKN2,0,0,0,0,2.69,0.013058886,0.004352962
AARS1,0,0,0,0,13.99,0.067915918,0.022638639
TPPP2,0,0,0,0,10.99,0.053352104,0.017784035
FRZB,0,0,0,0,17.97,0.087237245,0.029079082
ENSG00000266289,0,0,0.69,0.005175129,0,0,0.001725043
AXUD1,0,0,0,0,9.51,0.04616729,0.015389097
CAMK1G,0,0,0,0,12.01,0.058303801,0.0194346
EGL-15,0,0,0,0,4.99,0.024224477,0.008074826
AP1M1,0,0,0,0,2.73,0.013253071,0.00441769
MIR5624,0,0,0,0,4.42,0.021457352,0.007152451
MTX1,0,0,0,0,8.85,0.042963251,0.014321084
PHUM_PHUM278100,0,0,0,0,4.85,0.023544832,0.007848277
MIR758,0,0,0,0,3.24,0.015728919,0.005242973
GLMP,0,0,0,0,14.31,0.069469392,0.023156464
PSD3,0,0,0.09,0.000675017,9.52,0.046215836,0.015630284
TMEM123,0,0,0,0,7.47,0.036263896,0.012087965
SH2D1B,0,0,0.36,0.002700068,0,0,0.000900023
ZP4,0,0,0,0,6.4,0.031069469,0.01035649
WNT7A,0,0,1.26,0.009450236,17.05,0.082771008,0.030740415
CSGALNACT2,0,0,0.78,0.005850146,7.5,0.036409534,0.01408656
TEX35,0,0,0,0,3.02,0.014660906,0.004886969
LRRC1,0,0,0.36,0.002700068,7.96,0.038642653,0.013780907
RAB2,0,0,0,0,6.17,0.02995291,0.009984303
MPZL2,0,0,0,0,12.59,0.061119472,0.020373157
TTTY20,0,0,0,0,3.24,0.015728919,0.005242973
MAP3K2-DT,0,0,0.69,0.005175129,0,0,0.001725043
lnc-NR2E3-9,0,0,0.69,0.005175129,0,0,0.001725043
UGP2,0,0,0.09,0.000675017,19.32,0.093790961,0.031488659
KBTBD12,0,0,0,0,2.16,0.010485946,0.003495315
FSTL5,0,0,0,0,2.67,0.012961794,0.004320598
POU1F1,0,0,1.73,0.012975324,17.26,0.083790475,0.032255266
MIR4497,0,0,0,0,3.31,0.016068741,0.005356247
CPR125,0,0,0,0,4.51,0.021894267,0.007298089
MAILR,0,0,0.69,0.005175129,0,0,0.001725043
OR10AD1,0,0,0,0,3.82,0.01854459,0.00618153
CYP2A3,0,0,0,0,3.06,0.01485509,0.004951697
SLC41A1,0,0,1.73,0.012975324,0,0,0.004325108
UST4R,0,0,0,0,2.99,0.014515268,0.004838423
PTPRM,0,0,0,0,13.66,0.066313899,0.022104633
CCL17,0,0,0,0,17.56,0.085246857,0.028415619
CITED2,0,0,0,0,26.23,0.127336278,0.042445426
ALDH1L2,0,0,0,0,20.41,0.09908248,0.033027493
ANKRD24,0,0,0,0,4.91,0.023836109,0.00794537
PPTC7,0,0,0,0,14.31,0.069469392,0.023156464
TRIM62,0,0,0,0,5.44,0.026409049,0.008803016
ABHD4,0,0,0,0,21.42,0.10398563,0.034661877
ABCA17,0,0,0,0,6.33,0.030729647,0.010243216
HYAL5,0,0,0,0,4.42,0.021457352,0.007152451
GZMD,0,0,0,0,2.65,0.012864702,0.004288234
GOSR1,0,0,0.36,0.002700068,10.88,0.052818098,0.018506055
MIR3067,0,0,0,0,4.38,0.021263168,0.007087723
DEDD,0,0,0.38,0.002850071,7.63,0.037040633,0.013296901
FIGNL1,0,0,0,0,21.67,0.105199282,0.035066427
DZANK1,0,0,0,0,5.87,0.028496529,0.009498843
CPNE9,0,0,0,0,3.01,0.01461236,0.004870787
ZSCAN31,0,0,0,0,2.25,0.01092286,0.003640953
NR2C1,0,0,0,0,4.22,0.020486431,0.00682881
TRPM8,0,0,0,0,4.73,0.02296228,0.007654093
ZNF280D,0,0,0,0,2.32,0.011262683,0.003754228
CCL25,0,0,0.74,0.005550139,19.04,0.092431671,0.032660603
ITGA4,0,0,0.78,0.005850146,5.21,0.02529249,0.010380879
CWF19L1,0,0,0.78,0.005850146,13.01,0.063158406,0.023002851
OR5B3,0,0,0,0,9.03,0.043837079,0.01461236
TRAF1,0,0,0.74,0.005550139,20.86,0.101267052,0.03560573
SLC25A2,0,0,0,0,6.23,0.030244187,0.010081396
NKX2.4B,0,0,0,0,3.4,0.016505656,0.005501885
FILIP1,0,0,0.38,0.002850071,4.64,0.022525365,0.008458479
CLEC5A,0,0,0,0,12.17,0.059080538,0.019693513
MIR1962,0,0,0,0,10.75,0.052186999,0.017395666
MT-TF,0,0,0.29,0.002175054,0,0,0.000725018
UGT2A3,0,0,0,0,10.51,0.051021894,0.017007298
CCDC166,0,0,0,0,2.73,0.013253071,0.00441769
OLFM4,0,0,0.36,0.002700068,17.11,0.083062285,0.028587451
ARL6IP5,0,0,0,0,15.88,0.077091121,0.02569704
RPL21P28,0,0,0,0,2.97,0.014418176,0.004806059
APOV1,0,0,0,0,6.3,0.030584009,0.01019467
SDK1A,0,0,0,0,3.21,0.015583281,0.005194427
EEF1AKMT2,0,0,0.78,0.005850146,12.87,0.062478761,0.022776302
HMGN2-PS1,0,0,0,0,4.08,0.019806787,0.006602262
MIR601,0,0,0,0,9.41,0.045681829,0.015227276
ADAM19B,0,0,0,0,4.67,0.022671003,0.007557001
MUP-PS12,0,0,0,0,4.29,0.020826254,0.006942085
lnc-NGEF-1,0,0,0.69,0.005175129,0,0,0.001725043
YWHAE,0,0,4.51,0.033825846,30.61,0.148599447,0.060808431
ENSG00000255027,0,0,0.69,0.005175129,0,0,0.001725043
TRPA1A,0,0,0,0,4.45,0.02160299,0.007200997
GADD45BB,0,0,0,0,6.2,0.030098548,0.010032849
DPP7,0,0,0.83,0.006225156,15.73,0.07636293,0.027529362
lnc-RPL18-1,0,0,0.69,0.005175129,0,0,0.001725043
IRAG2,0,0,0,0,6.5,0.03155493,0.01051831
CPEB2,0,0,0,0,8.65,0.04199233,0.013997443
OLFR801,0,0,0,0,2.99,0.014515268,0.004838423
ORK1,0,0,0,0,3.23,0.015680373,0.005226791
ADAMTS17,0,0,0,0,2.15,0.0104374,0.003479133
RNF168,0,0,0,0,8.71,0.042283606,0.014094535
ETFRF1,0,0,0,0,7.45,0.036166804,0.012055601
SNORD115-12,0,0,0,0,3.78,0.018350405,0.006116802
CLTCL1,0,0,0.78,0.005850146,0,0,0.001950049
SAV1,0,0,0.09,0.000675017,5.18,0.025146852,0.00860729
HTRA3,0,0,0,0,13.29,0.064517695,0.021505898
TIAM2,0,0,0.69,0.005175129,4.9,0.023787563,0.009654231
MAGEB18,0,0,0,0,3.24,0.015728919,0.005242973
PINLYP,0,0,0,0,2.59,0.012573426,0.004191142
PRKACG,0,0,0.2,0.001500038,11.55,0.056070683,0.01919024
DNAJC8,0,0,0.36,0.002700068,5.15,0.025001214,0.009233761
TMEM200B,0,0,0,0,2.67,0.012961794,0.004320598
PATE2,0,0,0,0,3.22,0.015631827,0.005210609
ACYP1,0,0,0.36,0.002700068,17.64,0.085635225,0.029445098
SSTR5-AS1,0,0,0,0,3.01,0.01461236,0.004870787
ASCL1A,0,0,0,0,3.53,0.017136754,0.005712251
NLRP10,0,0,0,0,10.34,0.050196611,0.016732204
RASSF9,0,0,0,0,11.54,0.056022137,0.018674046
ST3GAL3-AS1,0,0,0.69,0.005175129,0,0,0.001725043
TAAR1,0,0,0,0,3.62,0.017573669,0.00585789
ENSG00000287322,0,0,0.69,0.005175129,0,0,0.001725043
MIR4750,0,0,0,0,9.07,0.044031264,0.014677088
HLCS,0,0,4.34,0.032550814,20.26,0.098354289,0.043635034
SIVA1,0,0,0.36,0.002700068,19.5,0.09466479,0.032454953
HMGCL,0,0,0,0,9.66,0.04689548,0.015631827
ANPEPB,0,0,0,0,7.09,0.034419147,0.011473049
KCNK4,0,0,0,0,9.18,0.04456527,0.01485509
SRSF10,0,0,0.81,0.006075152,10.11,0.049080052,0.018385068
ALDH9A1A.1,0,0,0,0,2.69,0.013058886,0.004352962
PSMD10P1,0,0,0.69,0.005175129,0,0,0.001725043
TMEM198,0,0,0,0,2.7,0.013107432,0.004369144
CYP2J13,0,0,0,0,2.4,0.011651051,0.003883684
ARL5A,0,0,0.36,0.002700068,10.58,0.051361717,0.018020595
PALMD,0,0,0,0,15.8,0.076702753,0.025567584
KCNA3,0,0,4.92,0.036900923,5.09,0.024709937,0.020536953
SPANXA2-OT1,0,0,0,0,3.29,0.015971649,0.005323883
FAM78B,0,0,0,0,5.59,0.02713724,0.009045747
TAAR6,0,0,2.45,0.018375459,3.54,0.0171853,0.011853586
IFT46,0,0,0,0,25.13,0.121996213,0.040665404
TRIAP1,0,0,0,0,10.61,0.051507355,0.017169118
PRRG3,0,0,0,0,12.53,0.060828196,0.020276065
ABU-7,0,0,0,0,3.5,0.016991116,0.005663705
SPATA6,0,0,0,0,8.1,0.039322297,0.013107432
NTMT1,0,0,0.38,0.002850071,12.52,0.060779649,0.021209907
FAM217B,0,0,0,0,12.38,0.060100005,0.020033335
CYP2A19,0,0,0,0,4.33,0.021020438,0.007006813
ENSG00000263272,0,0,0.69,0.005175129,0,0,0.001725043
RGD1561410,0,0,0,0,3.74,0.018156221,0.006052074
HLA-DOB,0,0,0.69,0.005175129,7.35,0.035681344,0.013618824
RNU7-51P,0,0,0.78,0.005850146,0,0,0.001950049
UCN2,0,0,0,0,2.58,0.01252488,0.00417496
DAAM2,0,0,0,0,4.86,0.023593378,0.007864459
CBR1,0,0,5.08,0.038100953,14.01,0.06801301,0.035371321
MIR673,0,0,0,0,4.63,0.022476819,0.007492273
CYP2X10.2,0,0,0,0,4.32,0.020971892,0.006990631
CIAO2A,0,0,0,0,21.07,0.102286519,0.034095506
ADAM8A,0,0,0,0,3.05,0.014806544,0.004935515
CPNE2,0,0,0,0,1.99,0.009660663,0.003220221
UCP2A,0,0,0,0,4.85,0.023544832,0.007848277
FRG1CP,0,0,0,0,3.79,0.018398951,0.006132984
D6ERTD527E,0,0,0,0,8.18,0.039710666,0.013236889
KAP-1,0,0,0,0,4.3,0.0208748,0.006958267
DNAJC3B,0,0,0,0,8.54,0.041458323,0.013819441
FAM215B,0,0,0,0,3.98,0.019321326,0.006440442
PBXIP1B,0,0,0,0,3.3,0.016020195,0.005340065
FOXRED2,0,0,0,0,15.55,0.075489101,0.025163034
BLZF1,0,0,0.36,0.002700068,13.89,0.067430458,0.023376842
RPL19P9,0,0,0,0,3.22,0.015631827,0.005210609
TBC1D25,0,0,0,0,2.25,0.01092286,0.003640953
FAM183B,0,0,0,0,2.33,0.011311229,0.00377041
SLC25A39,0,0,0,0,5.37,0.026069227,0.008689742
CD59A,0,0,0,0,6.17,0.02995291,0.009984303
TRIM12C,0,0,0,0,3.32,0.016117287,0.005372429
CDPF1,0,0,0.36,0.002700068,13.73,0.066653721,0.02311793
OVOL2,0,0,0.69,0.005175129,12.19,0.05917763,0.02145092
NMUR2,0,0,0.09,0.000675017,2.37,0.011505413,0.004060143
NBPF25P,0,0,0,0,3.76,0.018253313,0.006084438
POM121L10P,0,0,0,0,3.4,0.016505656,0.005501885
MIR1893,0,0,0,0,11.01,0.053449197,0.017816399
ZFP61,0,0,0,0,6.63,0.032186028,0.010728676
STK17A,0,0,0,0,13.68,0.066410991,0.022136997
IGK,0,0,0,0,16.04,0.077867858,0.025955953
LOC107984208,0,0,0.97,0.007275182,0,0,0.002425061
RASL11B,0,0,0.36,0.002700068,6.19,0.030050002,0.01091669
BOP1,0,0,0.74,0.005550139,6.98,0.03388514,0.013145093
TRIM60,0,0,0,0,3,0.014563814,0.004854605
RPL7A,0,0,0.74,0.005550139,21.37,0.1037429,0.036431013
IRAK2,0,0,0.74,0.005550139,27.25,0.132287975,0.045946038
CBR1L,0,0,0,0,2.92,0.014175445,0.004725148
ELOVL2,0,0,0,0,14.26,0.069226661,0.023075554
OR4X1,0,0,0,0,3.53,0.017136754,0.005712251
ZNF567,0,0,0,0,2.64,0.012816156,0.004272052
ALAT2,0,0,0,0,4.33,0.021020438,0.007006813
ENSG00000260681,0,0,0.69,0.005175129,0,0,0.001725043
SLC15A2,0,0,0.78,0.005850146,8.98,0.043594349,0.016481498
OLR227,0,0,0,0,3.74,0.018156221,0.006052074
FRMD8,0,0,0.36,0.002700068,7.65,0.037137725,0.013279264
PDE6B,0,0,0,0,5.57,0.027040148,0.009013383
PDLIM5,0,0,2.61,0.019575489,8.68,0.042137968,0.020571152
NLGN2,0,0,0.74,0.005550139,2.44,0.011845235,0.005798458
SCYL1,0,0,0.36,0.002700068,8.25,0.040050488,0.014250185
RAG1,0,0,0.09,0.000675017,7.55,0.036652265,0.012442427
WDR82,0,0,0.78,0.005850146,2.5,0.012136511,0.005995552
CYP-37B1,0,0,0,0,2.9,0.014078353,0.004692784
ENSG00000237493,0,0,0.69,0.005175129,0,0,0.001725043
CENPN,0,0,0,0,13.56,0.065828438,0.021942813
VRTN,0,0,0,0,6.59,0.031991844,0.010663948
VPS29,0,0,2.26,0.016950424,22.55,0.109471334,0.042140586
CSTB,0,0,7.8,0.058501463,16.98,0.082431186,0.04697755
PLEKHA2,0,0,0,0,9.83,0.047720763,0.015906921
MIR7211,0,0,0,0,4.42,0.021457352,0.007152451
PUS1,0,0,0.69,0.005175129,13.18,0.063983689,0.023052939
STMN3,0,0,0.29,0.002175054,10.48,0.050876256,0.01768377
OLA1,0,0,0.74,0.005550139,17.24,0.083693383,0.029747841
OR2J2,0,0,0,0,3.82,0.01854459,0.00618153
CD300LB,0,0,0.36,0.002700068,14.29,0.0693723,0.024024123
KRTAP19-1,0,0,0,0,2.86,0.013884169,0.004628056
TOX,0,0,0.09,0.000675017,4.24,0.020583523,0.00708618
CNGB1,0,0,0.78,0.005850146,8.55,0.041506869,0.015785672
SPCS3,0,0,0.09,0.000675017,4.1,0.019903879,0.006859632
PAFAH2,0,0,0,0,7.88,0.038254284,0.012751428
ARF6,0,0,1.34,0.010050251,4.3,0.0208748,0.01030835
BAALC-AS2,0,0,1.05,0.007875197,0,0,0.002625066
POU2AF1,0,0,0,0,14.33,0.069566484,0.023188828
CD3E,0,0,0,0,21.87,0.106170202,0.035390067
MIR135B,0,0,0,0,5.64,0.02737997,0.009126657
NCBP2,0,0,0.74,0.005550139,11.68,0.056701782,0.02075064
DDT,0,0,0.74,0.005550139,9.41,0.045681829,0.017077323
PPIAB,0,0,0,0,4.05,0.019661149,0.006553716
HTR1E,0,0,0,0,12.1,0.058740716,0.019580239
ZFP990,0,0,0,0,4.54,0.022039905,0.007346635
AGK,0,0,0.29,0.002175054,2.39,0.011602505,0.00459252
FAM241B,0,0,0.81,0.006075152,8.23,0.039953396,0.015342849
CYP6D4,0,0,0,0,3.39,0.01645711,0.005485703
ADRA1B,0,0,0,0,12.72,0.06175057,0.020583523
WDR59,0,0,0,0,8.55,0.041506869,0.013835623
KRT23,0,0,0,0,8.55,0.041506869,0.013835623
BRINP3,0,0,0,0,2.36,0.011456867,0.003818956
ZNF775,0,0,0,0,6.12,0.02971018,0.009903393
ELOA,0,0,0.78,0.005850146,4.94,0.023981747,0.009943964
TMEM176L.3B,0,0,0,0,4.12,0.020000971,0.00666699
ALIQ2,0,0,0,0,4.54,0.022039905,0.007346635
RNU6-1216P,0,0,0.69,0.005175129,0,0,0.001725043
PYURF,0,0,0,0,7.9,0.038351376,0.012783792
MRGPRF,0,0,0,0,12.55,0.060925288,0.020308429
SLC27A5,0,0,0,0,15.13,0.073450167,0.024483389
LCE4A,0,0,0,0,7.96,0.038642653,0.012880884
MIP,0,0,0.09,0.000675017,2.29,0.011117045,0.003930687
APOL2,0,0,4.9,0.036750919,5.62,0.027282878,0.021344599
SSPOP,0,0,0,0,2.79,0.013544347,0.004514782
MIR219A-2,0,0,0,0,3.3,0.016020195,0.005340065
SHPK,0,0,0,0,8.53,0.041409777,0.013803259
CFAP53,0,0,0.36,0.002700068,16.92,0.08213991,0.028279993
TOR3A,0,0,0,0,16.03,0.077819312,0.025939771
SCZD13,0,0,4.9,0.036750919,0,0,0.012250306
CYP3A18,0,0,0,0,2.48,0.012039419,0.00401314
TMEM128,0,0,0,0,13.09,0.063546774,0.021182258
ENSG00000257925,0,0,0.69,0.005175129,0,0,0.001725043
PRRT1,0,0,0,0,15.44,0.074955095,0.024985032
MIR1982,0,0,0,0,4.72,0.022913734,0.007637911
PRKRIP1,0,0,0.36,0.002700068,8.22,0.03990485,0.014201639
ODAD4,0,0,0,0,5.97,0.028981989,0.009660663
SAMD4,0,0,0,0,5.67,0.027525608,0.009175203
B3GALT6,0,0,0,0,11.92,0.057866887,0.019288962
OR4D2,0,0,0.97,0.007275182,0,0,0.002425061
COL7A1,0,0,0,0,25.49,0.123743871,0.041247957
ENOSF1,0,0,0,0,5.18,0.025146852,0.008382284
SERC1,0,0,0,0,4.85,0.023544832,0.007848277
FBXL18,0,0,0,0,14.22,0.069032477,0.023010826
RGD1561106,0,0,0,0,3.74,0.018156221,0.006052074
SOWAHCA,0,0,0,0,4.32,0.020971892,0.006990631
PAM,0,0,0,0,21.1,0.102432157,0.034144052
RLN1,0,0,0,0,8.48,0.041167047,0.013722349
DPH3P1,0,0,0,0,3.18,0.015437643,0.005145881
KDM6B,0,0,0,0,30.31,0.147143065,0.049047688
GTPBP8,0,0,0.36,0.002700068,9.18,0.04456527,0.015755113
ASTL,0,0,0,0,9.77,0.047429487,0.015809829
CCDC56,0,0,0,0,2.77,0.013447255,0.004482418
EFNB2B,0,0,0,0,3.39,0.01645711,0.005485703
KRT24,0,0,0,0,2.86,0.013884169,0.004628056
piR-41525-615,0,0,0.69,0.005175129,0,0,0.001725043
COMP,0,0,0.78,0.005850146,5.02,0.024370115,0.01007342
piR-51999-003,0,0,0.69,0.005175129,0,0,0.001725043
KRTAP12-2,0,0,0,0,3.29,0.015971649,0.005323883
MIR7030,0,0,0,0,5.75,0.027913976,0.009304659
SMCHD1,0,0,0,0,7.21,0.035001699,0.011667233
LRRC9,0,0,0,0,6.69,0.032477305,0.010825768
PPO1,0,0,0,0,5.4,0.026214865,0.008738288
ATP11A,0,0,0,0,13.56,0.065828438,0.021942813
RPS5,0,0,0.74,0.005550139,16.53,0.080246614,0.028598918
GLA,0,0,0,0,25.69,0.124714792,0.041571597
EFTUD2,0,0,0.74,0.005550139,18.41,0.089373271,0.031641137
VSIG4,0,0,0.36,0.002700068,4.87,0.023641924,0.008780664
C11orf52,0,0,0.36,0.002700068,0,0,0.000900023
