Category,ID,Description,BgRatio,pvalue,padjust,qvalue,geneID,gene_name,rankScore,Count
BP,GO:0042326,negative regulation of phosphorylation,448/18493,0.002382686,0.0070982,0.00246942,207/6774/3553/836/3156,"AKT1,STAT3,IL1B,CASP3,HMGCR",0.093634227,5
BP,GO:0060485,mesenchyme development,269/18493,0.002413193,0.007173549,0.002495633,3553/5594/4846/596,"IL1B,MAPK1,NOS3,BCL2",0.064848358,4
BP,GO:0071333,cellular response to glucose stimulus,127/18493,0.002413283,0.007173549,0.002495633,3383/3156/1080,"ICAM1,HMGCR,CFTR",0.033841955,3
BP,GO:0002576,platelet degranulation,128/18493,0.002467619,0.007287082,0.00253513,7422/5054/948,"VEGFA,SERPINE1,CD36",0.043667952,3
BP,GO:0035270,endocrine system development,128/18493,0.002467619,0.007287082,0.00253513,3569/207/5594,"IL6,AKT1,MAPK1",0.067588097,3
BP,GO:0042177,negative regulation of protein catabolic process,128/18493,0.002467619,0.007287082,0.00253513,3630/3586/4843,"INS,IL10,NOS2",0.059104953,3
BP,GO:0032885,regulation of polysaccharide biosynthetic process,35/18493,0.00246764,0.007287082,0.00253513,3630/207,"INS,AKT1",0.048235457,2
BP,GO:0045923,positive regulation of fatty acid metabolic process,35/18493,0.00246764,0.007287082,0.00253513,5743/5468,"PTGS2,PPARG",0.039407991,2
BP,GO:0071470,cellular response to osmotic stress,35/18493,0.00246764,0.007287082,0.00253513,5743/836,"PTGS2,CASP3",0.038537218,2
BP,GO:0072522,purine-containing compound biosynthetic process,271/18493,0.002478699,0.007311756,0.002543714,3630/6774/4846/4843,"INS,STAT3,NOS3,NOS2",0.08025152,4
BP,GO:0050769,positive regulation of neurogenesis,453/18493,0.002500049,0.007366701,0.002562829,3569/7422/3553/5468/596,"IL6,VEGFA,IL1B,PPARG,BCL2",0.092724247,5
BP,GO:0071331,cellular response to hexose stimulus,129/18493,0.002522709,0.007421164,0.002581777,3383/3156/1080,"ICAM1,HMGCR,CFTR",0.033609353,3
BP,GO:0034765,regulation of ion transmembrane transport,454/18493,0.002524019,0.007421164,0.002581777,207/4318/2147/5243/1080,"AKT1,MMP9,F2,ABCB1,CFTR",0.069376178,5
BP,GO:0071326,cellular response to monosaccharide stimulus,130/18493,0.002578557,0.007565071,0.002631841,3383/3156/1080,"ICAM1,HMGCR,CFTR",0.033477711,3
BP,GO:1901796,regulation of signal transduction by p53 class mediator,130/18493,0.002578557,0.007565071,0.002631841,207/7157/596,"AKT1,TP53,BCL2",0.049946096,3
BP,GO:0030212,hyaluronan metabolic process,36/18493,0.002609325,0.007597657,0.002643178,207/3553,"AKT1,IL1B",0.043332567,2
BP,GO:0032350,regulation of hormone metabolic process,36/18493,0.002609325,0.007597657,0.002643178,3553/3458,"IL1B,IFNG",0.037907159,2
BP,GO:0034390,smooth muscle cell apoptotic process,36/18493,0.002609325,0.007597657,0.002643178,5468/3458,"PPARG,IFNG",0.036826361,2
BP,GO:0034391,regulation of smooth muscle cell apoptotic process,36/18493,0.002609325,0.007597657,0.002643178,5468/3458,"PPARG,IFNG",0.036826361,2
BP,GO:0042092,type 2 immune response,36/18493,0.002609325,0.007597657,0.002643178,3569/3586,"IL6,IL10",0.044288911,2
BP,GO:0060416,response to growth hormone,36/18493,0.002609325,0.007597657,0.002643178,207/6774,"AKT1,STAT3",0.044923281,2
BP,GO:1903580,positive regulation of ATP metabolic process,36/18493,0.002609325,0.007597657,0.002643178,3630/6774,"INS,STAT3",0.047027631,2
BP,GO:0007006,mitochondrial membrane organization,131/18493,0.002635166,0.007656417,0.00266362,6774/7157/596,"STAT3,TP53,BCL2",0.049025843,3
BP,GO:1903555,regulation of tumor necrosis factor superfamily cytokine production,131/18493,0.002635166,0.007656417,0.00266362,3586/3458/948,"IL10,IFNG,CD36",0.041541151,3
BP,GO:0046486,glycerolipid metabolic process,459/18493,0.002646396,0.007676675,0.002670667,847/4023/5444/7941/1071,"CAT,LPL,PON1,PLA2G7,CETP",0.055292223,5
BP,GO:0007162,negative regulation of cell adhesion,276/18493,0.002647814,0.007676675,0.002670667,207/3586/836/5054,"AKT1,IL10,CASP3,SERPINE1",0.077911593,4
BP,GO:0051146,striated muscle cell differentiation,277/18493,0.002682566,0.007769103,0.002702822,207/7422/836/596,"AKT1,VEGFA,CASP3,BCL2",0.068309978,4
BP,GO:0008286,insulin receptor signaling pathway,132/18493,0.00269254,0.007789649,0.00270997,3630/207/3553,"INS,AKT1,IL1B",0.067948671,3
BP,GO:0050768,negative regulation of neurogenesis,279/18493,0.002753011,0.007893687,0.002746164,3569/6774/3553/2147,"IL6,STAT3,IL1B,F2",0.079346239,4
BP,GO:0002251,organ or tissue specific immune response,37/18493,0.002754765,0.007893687,0.002746164,3569/4843,"IL6,NOS2",0.039127924,2
BP,GO:0002369,T cell cytokine production,37/18493,0.002754765,0.007893687,0.002746164,3569/3553,"IL6,IL1B",0.04515872,2
BP,GO:0010874,regulation of cholesterol efflux,37/18493,0.002754765,0.007893687,0.002746164,5444/1071,"PON1,CETP",0.018189737,2
BP,GO:0032094,response to food,37/18493,0.002754765,0.007893687,0.002746164,207/4353,"AKT1,MPO",0.040389596,2
BP,GO:0055090,acylglycerol homeostasis,37/18493,0.002754765,0.007893687,0.002746164,4023/1071,"LPL,CETP",0.01972596,2
BP,GO:0061756,leukocyte adhesion to vascular endothelial cell,37/18493,0.002754765,0.007893687,0.002746164,3383/7412,"ICAM1,VCAM1",0.037178589,2
BP,GO:0070328,triglyceride homeostasis,37/18493,0.002754765,0.007893687,0.002746164,4023/1071,"LPL,CETP",0.01972596,2
BP,GO:2000279,negative regulation of DNA biosynthetic process,37/18493,0.002754765,0.007893687,0.002746164,7157/5468,"TP53,PPARG",0.039810271,2
BP,GO:0007292,female gamete generation,134/18493,0.002809598,0.008025304,0.002791953,5743/4846/596,"PTGS2,NOS3,BCL2",0.043699316,3
BP,GO:0010675,regulation of cellular carbohydrate metabolic process,134/18493,0.002809598,0.008025304,0.002791953,3630/207/6774,"INS,AKT1,STAT3",0.069104411,3
BP,GO:0097530,granulocyte migration,134/18493,0.002809598,0.008025304,0.002791953,6347/3576/3553,"CCL2,CXCL8,IL1B",0.061397551,3
BP,GO:0045930,negative regulation of mitotic cell cycle,281/18493,0.002824719,0.008059984,0.002804018,6347/7157/3586/596,"CCL2,TP53,IL10,BCL2",0.066528231,4
BP,GO:0071706,tumor necrosis factor superfamily cytokine production,135/18493,0.002869288,0.008169921,0.002842264,3586/3458/948,"IL10,IFNG,CD36",0.040987676,3
BP,GO:0072655,establishment of protein localization to mitochondrion,135/18493,0.002869288,0.008169921,0.002842264,207/7157/596,"AKT1,TP53,BCL2",0.049159536,3
BP,GO:0006091,generation of precursor metabolites and energy,471/18493,0.002957703,0.008412814,0.002926766,3630/207/6774/847/4843,"INS,AKT1,STAT3,CAT,NOS2",0.099105234,5
BP,GO:0046683,response to organophosphorus,137/18493,0.002991008,0.008489693,0.002953511,3553/5743/1080,"IL1B,PTGS2,CFTR",0.045225182,3
BP,GO:0055067,monovalent inorganic cation homeostasis,137/18493,0.002991008,0.008489693,0.002953511,5594/596/1080,"MAPK1,BCL2,CFTR",0.030823341,3
BP,GO:0071322,cellular response to carbohydrate stimulus,138/18493,0.003053045,0.008640318,0.003005913,3383/3156/1080,"ICAM1,HMGCR,CFTR",0.032566795,3
BP,GO:0010677,negative regulation of cellular carbohydrate metabolic process,39/18493,0.003056852,0.008640318,0.003005913,3630/6774,"INS,STAT3",0.045788321,2
BP,GO:0043277,apoptotic cell clearance,39/18493,0.003056852,0.008640318,0.003005913,6347/948,"CCL2,CD36",0.025298366,2
BP,GO:0046825,regulation of protein export from nucleus,39/18493,0.003056852,0.008640318,0.003005913,7157/3553,"TP53,IL1B",0.04011948,2
BP,GO:0070585,protein localization to mitochondrion,139/18493,0.00311587,0.008797943,0.003060749,207/7157/596,"AKT1,TP53,BCL2",0.04840221,3
BP,GO:0019058,viral life cycle,289/18493,0.00312441,0.008812857,0.003065938,6347/3576/3383/596,"CCL2,CXCL8,ICAM1,BCL2",0.064797808,4
BP,GO:0072073,kidney epithelium development,140/18493,0.003179488,0.008958869,0.003116735,7422/847/596,"VEGFA,CAT,BCL2",0.042680984,3
BP,GO:0010828,positive regulation of glucose transmembrane transport,40/18493,0.003213467,0.008989067,0.00312724,3630/207,"INS,AKT1",0.04617824,2
BP,GO:0030225,macrophage differentiation,40/18493,0.003213467,0.008989067,0.00312724,7422/4318,"VEGFA,MMP9",0.039501456,2
BP,GO:0032881,regulation of polysaccharide metabolic process,40/18493,0.003213467,0.008989067,0.00312724,3630/207,"INS,AKT1",0.04617824,2
BP,GO:0050873,brown fat cell differentiation,40/18493,0.003213467,0.008989067,0.00312724,3630/5743,"INS,PTGS2",0.043109791,2
BP,GO:0061028,establishment of endothelial barrier,40/18493,0.003213467,0.008989067,0.00312724,3553/3383,"IL1B,ICAM1",0.038014391,2
BP,GO:0090311,regulation of protein deacetylation,40/18493,0.003213467,0.008989067,0.00312724,7422/3458,"VEGFA,IFNG",0.037041655,2
BP,GO:1900015,regulation of cytokine production involved in inflammatory response,40/18493,0.003213467,0.008989067,0.00312724,4843/2147,"NOS2,F2",0.025865133,2
BP,GO:0008643,carbohydrate transport,141/18493,0.003243901,0.009055471,0.003150342,3630/207/3553,"INS,AKT1,IL1B",0.065841288,3
BP,GO:0030879,mammary gland development,141/18493,0.003243901,0.009055471,0.003150342,207/7422/5594,"AKT1,VEGFA,MAPK1",0.060636873,3
BP,GO:0072330,monocarboxylic acid biosynthetic process,293/18493,0.003282129,0.009152741,0.003184181,3630/6774/5743/4023,"INS,STAT3,PTGS2,LPL",0.0760024,4
BP,GO:0001678,cellular glucose homeostasis,142/18493,0.003309112,0.009209001,0.003203754,3383/3156/1080,"ICAM1,HMGCR,CFTR",0.03212989,3
BP,GO:0044344,cellular response to fibroblast growth factor stimulus,142/18493,0.003309112,0.009209001,0.003203754,6347/3576/5594,"CCL2,CXCL8,MAPK1",0.058339226,3
BP,GO:0043312,neutrophil degranulation,485/18493,0.003353613,0.00932325,0.0032435,4318/5594/4353/847/948,"MMP9,MAPK1,MPO,CAT,CD36",0.075499066,5
BP,GO:0006110,regulation of glycolytic process,41/18493,0.003373775,0.009354216,0.003254274,3630/6774,"INS,STAT3",0.045023263,2
BP,GO:1901028,regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,41/18493,0.003373775,0.009354216,0.003254274,7157/596,"TP53,BCL2",0.025888592,2
BP,GO:0038127,ERBB signaling pathway,143/18493,0.003375126,0.009354216,0.003254274,207/4318/5594,"AKT1,MMP9,MAPK1",0.059313892,3
BP,GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,144/18493,0.003441944,0.009523388,0.003313127,3569/3553/3586,"IL6,IL1B,IL10",0.06176243,3
BP,GO:0002283,neutrophil activation involved in immune response,488/18493,0.003443206,0.009523388,0.003313127,4318/5594/4353/847/948,"MMP9,MAPK1,MPO,CAT,CD36",0.075156078,5
BP,GO:0051961,negative regulation of nervous system development,298/18493,0.003486836,0.009634209,0.003351681,3569/6774/3553/2147,"IL6,STAT3,IL1B,F2",0.076080792,4
BP,GO:0019362,pyridine nucleotide metabolic process,145/18493,0.003509571,0.009667402,0.003363229,3630/6774/5743,"INS,STAT3,PTGS2",0.06341721,3
BP,GO:0046496,nicotinamide nucleotide metabolic process,145/18493,0.003509571,0.009667402,0.003363229,3630/6774/5743,"INS,STAT3,PTGS2",0.06341721,3
BP,GO:0048592,eye morphogenesis,145/18493,0.003509571,0.009667402,0.003363229,6774/7422/596,"STAT3,VEGFA,BCL2",0.046863843,3
BP,GO:0002437,inflammatory response to antigenic stimulus,42/18493,0.003537762,0.00969569,0.00337307,3586/3383,"IL10,ICAM1",0.036238823,2
BP,GO:0006775,fat-soluble vitamin metabolic process,42/18493,0.003537762,0.00969569,0.00337307,3553/3458,"IL1B,IFNG",0.036012999,2
BP,GO:0030811,regulation of nucleotide catabolic process,42/18493,0.003537762,0.00969569,0.00337307,3630/6774,"INS,STAT3",0.044677736,2
BP,GO:0042149,cellular response to glucose starvation,42/18493,0.003537762,0.00969569,0.00337307,7157/596,"TP53,BCL2",0.025689912,2
BP,GO:0071675,regulation of mononuclear cell migration,42/18493,0.003537762,0.00969569,0.00337307,5054/7941,"SERPINE1,PLA2G7",0.024012585,2
BP,GO:0002706,regulation of lymphocyte mediated immunity,146/18493,0.003578009,0.009786161,0.003404545,3569/3553/3586,"IL6,IL1B,IL10",0.061401217,3
BP,GO:0009267,cellular response to starvation,146/18493,0.003578009,0.009786161,0.003404545,7157/5594/596,"TP53,MAPK1,BCL2",0.043757378,3
BP,GO:0043524,negative regulation of neuron apoptotic process,147/18493,0.003647261,0.009965496,0.003466934,6347/3162/596,"CCL2,HMOX1,BCL2",0.042180797,3
BP,GO:0002534,cytokine production involved in inflammatory response,43/18493,0.003705412,0.010073506,0.00350451,4843/2147,"NOS2,F2",0.02523988,2
BP,GO:0010907,positive regulation of glucose metabolic process,43/18493,0.003705412,0.010073506,0.00350451,3630/207,"INS,AKT1",0.045061947,2
BP,GO:0014009,glial cell proliferation,43/18493,0.003705412,0.010073506,0.00350451,3569/3553,"IL6,IL1B",0.04288436,2
BP,GO:0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,43/18493,0.003705412,0.010073506,0.00350451,7157/596,"TP53,BCL2",0.025478083,2
BP,GO:0045912,negative regulation of carbohydrate metabolic process,43/18493,0.003705412,0.010073506,0.00350451,3630/6774,"INS,STAT3",0.044309341,2
BP,GO:0034767,positive regulation of ion transmembrane transport,148/18493,0.003717331,0.010085637,0.00350873,2147/5243/1080,"F2,ABCB1,CFTR",0.024678546,3
BP,GO:0071774,response to fibroblast growth factor,148/18493,0.003717331,0.010085637,0.00350873,6347/3576/5594,"CCL2,CXCL8,MAPK1",0.057207544,3
BP,GO:0000187,activation of MAPK activity,150/18493,0.003859935,0.010451575,0.003636038,3553/5594/959,"IL1B,MAPK1,CD40LG",0.048659218,3
BP,GO:0072524,pyridine-containing compound metabolic process,150/18493,0.003859935,0.010451575,0.003636038,3630/6774/5743,"INS,STAT3,PTGS2",0.06235101,3
BP,GO:0007157,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,44/18493,0.003876709,0.010465566,0.003640905,3383/7412,"ICAM1,VCAM1",0.035012948,2
BP,GO:0032309,icosanoid secretion,44/18493,0.003876709,0.010465566,0.003640905,3553/4843,"IL1B,NOS2",0.032576632,2
BP,GO:1901031,regulation of response to reactive oxygen species,44/18493,0.003876709,0.010465566,0.003640905,3586/948,"IL10,CD36",0.022584951,2
BP,GO:0030856,regulation of epithelial cell differentiation,151/18493,0.003932475,0.010605528,0.003689597,3553/5054/3458,"IL1B,SERPINE1,IFNG",0.051567552,3
BP,GO:0001754,eye photoreceptor cell differentiation,45/18493,0.004051638,0.010861923,0.003778795,6774/7422,"STAT3,VEGFA",0.039841581,2
BP,GO:0031018,endocrine pancreas development,45/18493,0.004051638,0.010861923,0.003778795,3569/207,"IL6,AKT1",0.044396,2
BP,GO:0034383,low-density lipoprotein particle clearance,45/18493,0.004051638,0.010861923,0.003778795,3162/948,"HMOX1,CD36",0.020597526,2
BP,GO:0035987,endodermal cell differentiation,45/18493,0.004051638,0.010861923,0.003778795,4318/4313,"MMP9,MMP2",0.034023227,2
BP,GO:0045776,negative regulation of blood pressure,45/18493,0.004051638,0.010861923,0.003778795,4846/4843,"NOS3,NOS2",0.030210422,2
BP,GO:0048538,thymus development,45/18493,0.004051638,0.010861923,0.003778795,5594/596,"MAPK1,BCL2",0.023555831,2
BP,GO:0051262,protein tetramerization,153/18493,0.004080046,0.010927252,0.003801523,7157/847/3156,"TP53,CAT,HMGCR",0.042663533,3
BP,GO:0002711,positive regulation of T cell mediated immunity,46/18493,0.004230184,0.011209346,0.003899662,3569/3553,"IL6,IL1B",0.041887866,2
BP,GO:0005978,glycogen biosynthetic process,46/18493,0.004230184,0.011209346,0.003899662,3630/207,"INS,AKT1",0.044014853,2
BP,GO:0009250,glucan biosynthetic process,46/18493,0.004230184,0.011209346,0.003899662,3630/207,"INS,AKT1",0.044014853,2
BP,GO:0031279,regulation of cyclase activity,46/18493,0.004230184,0.011209346,0.003899662,4846/4843,"NOS3,NOS2",0.030000104,2
BP,GO:0031952,regulation of protein autophosphorylation,46/18493,0.004230184,0.011209346,0.003899662,3630/7422,"INS,VEGFA",0.042235973,2
BP,GO:0032757,positive regulation of interleukin-8 production,46/18493,0.004230184,0.011209346,0.003899662,3553/5054,"IL1B,SERPINE1",0.034893407,2
BP,GO:0045824,negative regulation of innate immune response,46/18493,0.004230184,0.011209346,0.003899662,3630/5468,"INS,PPARG",0.04082113,2
BP,GO:0071715,icosanoid transport,46/18493,0.004230184,0.011209346,0.003899662,3553/4843,"IL1B,NOS2",0.032086107,2
BP,GO:1900744,regulation of p38MAPK cascade,46/18493,0.004230184,0.011209346,0.003899662,7422/3553,"VEGFA,IL1B",0.038100271,2
BP,GO:1901571,fatty acid derivative transport,46/18493,0.004230184,0.011209346,0.003899662,3553/4843,"IL1B,NOS2",0.032086107,2
BP,GO:0001959,regulation of cytokine-mediated signaling pathway,155/18493,0.004230958,0.011209346,0.003899662,3569/5468/3458,"IL6,PPARG,IFNG",0.056939281,3
BP,GO:0002819,regulation of adaptive immune response,157/18493,0.004385234,0.011598985,0.004035215,3569/3553/3586,"IL6,IL1B,IL10",0.059145864,3
BP,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,47/18493,0.004412331,0.011598985,0.004035215,3586/959,"IL10,CD40LG",0.028974531,2
BP,GO:0002208,somatic diversification of immunoglobulins involved in immune response,47/18493,0.004412331,0.011598985,0.004035215,3586/959,"IL10,CD40LG",0.028974531,2
BP,GO:0022602,ovulation cycle process,47/18493,0.004412331,0.011598985,0.004035215,836/4846,"CASP3,NOS3",0.033547641,2
BP,GO:0035722,interleukin-12-mediated signaling pathway,47/18493,0.004412331,0.011598985,0.004035215,3586/3458,"IL10,IFNG",0.033500694,2
BP,GO:0045190,isotype switching,47/18493,0.004412331,0.011598985,0.004035215,3586/959,"IL10,CD40LG",0.028974531,2
BP,GO:0051205,protein insertion into membrane,47/18493,0.004412331,0.011598985,0.004035215,7157/596,"TP53,BCL2",0.024696709,2
BP,GO:0051339,regulation of lyase activity,47/18493,0.004412331,0.011598985,0.004035215,4846/4843,"NOS3,NOS2",0.029771849,2
BP,GO:0016241,regulation of macroautophagy,158/18493,0.004463641,0.011722474,0.004078176,207/836/3162,"AKT1,CASP3,HMOX1",0.053472319,3
BP,GO:0050806,positive regulation of synaptic transmission,159/18493,0.004542896,0.011919044,0.004146561,3630/5743/5594,"INS,PTGS2,MAPK1",0.05787528,3
BP,GO:0009409,response to cold,48/18493,0.004598065,0.012017166,0.004180697,5468/4023,"PPARG,LPL",0.028719511,2
BP,GO:0043470,regulation of carbohydrate catabolic process,48/18493,0.004598065,0.012017166,0.004180697,3630/6774,"INS,STAT3",0.042609115,2
BP,GO:0070849,response to epidermal growth factor,48/18493,0.004598065,0.012017166,0.004180697,207/5594,"AKT1,MAPK1",0.038027801,2
BP,GO:1903587,regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,48/18493,0.004598065,0.012017166,0.004180697,7422/3162,"VEGFA,HMOX1",0.034635809,2
BP,GO:0043433,negative regulation of DNA-binding transcription factor activity,160/18493,0.004623004,0.012070681,0.004199315,3586/3162/847,"IL10,HMOX1,CAT",0.048408362,3
BP,GO:0035821,modification of morphology or physiology of other organism,161/18493,0.004703966,0.012270231,0.004268737,3458/4843/2147,"IFNG,NOS2,F2",0.039879966,3
BP,GO:0006109,regulation of carbohydrate metabolic process,162/18493,0.004785786,0.012439805,0.004327731,3630/207/6774,"INS,AKT1,STAT3",0.062827185,3
BP,GO:0051302,regulation of cell division,162/18493,0.004785786,0.012439805,0.004327731,7422/3553/847,"VEGFA,IL1B,CAT",0.052442715,3
BP,GO:0060324,face development,49/18493,0.00478737,0.012439805,0.004327731,5594/4313,"MAPK1,MMP2",0.032218009,2
BP,GO:0071349,cellular response to interleukin-12,49/18493,0.00478737,0.012439805,0.004327731,3586/3458,"IL10,IFNG",0.032974647,2
